SAMPLE_IDS,POINT_ID,LINE_ID,X_LOCAL_M,Y_LOCAL_M,DEPTH_M,Z_LOCAL_M,VX_KM_S,N_MERGED
W15:2,W15,L2,0,-195,62.500000,-62.500000,0.250000000,1
W16:89,W16,L2,0,0,3750.000000,-3750.000000,2.459292000,1
W16:88,W16,L2,0,0,3428.571000,-3428.571000,2.252916000,1
W16:87,W16,L2,0,0,3166.667000,-3166.667000,2.150660000,1
W16:86,W16,L2,0,0,2968.750000,-2968.750000,1.900000000,1
W16:85,W16,L2,0,0,2720.588000,-2720.588000,2.417034000,1
W16:84,W16,L2,0,0,2361.111000,-2361.111000,2.880631000,1
W16:83,W16,L2,0,0,2131.579000,-2131.579000,2.427339000,1
W16:82,W16,L2,0,0,1937.500000,-1937.500000,2.301996000,1
W16:81,W16,L2,0,0,1785.714000,-1785.714000,2.113741000,1
W16:80,W16,L2,0,0,1653.409000,-1653.409000,2.038183000,1
W16:79,W16,L2,0,0,1467.391000,-1467.391000,2.340506000,1
W16:78,W16,L2,0,0,989.583000,-989.583000,2.794482000,1
W16:77,W16,L2,0,0,900.000000,-900.000000,1.465792000,1
W16:76,W16,L2,0,0,817.308000,-817.308000,1.414959000,1
W16:75,W16,L2,0,0,763.889000,-763.889000,1.196521000,1
W16:74,W16,L2,0,0,714.286000,-714.286000,1.175875000,1
W16:73,W16,L2,0,0,689.655000,-689.655000,0.800000000,1
W16:72,W16,L2,0,0,666.667000,-666.667000,0.800000000,1
W16:71,W16,L2,0,0,645.161000,-645.161000,0.800000000,1
W16:70,W16,L2,0,0,621.094000,-621.094000,0.922457000,1
W16:69,W16,L2,0,0,594.697000,-594.697000,1.007557000,1
W16:68,W16,L2,0,0,588.235000,-588.235000,0.882256000,1
W16:67,W16,L2,0,0,535.714000,-535.714000,1.375358000,1
W16:66,W16,L2,0,0,520.833000,-520.833000,0.750000000,1
W16:65,W16,L2,0,0,472.973000,-472.973000,1.322976000,1
W16:64,W16,L2,0,0,460.526000,-460.526000,0.700000000,1
W16:63,W16,L2,0,0,448.718000,-448.718000,0.700000000,1
W16:62,W16,L2,0,0,428.125000,-428.125000,1.004294000,1
W16:61,W16,L2,0,0,408.537000,-408.537000,0.991545000,1
W16:60,W16,L2,0,0,377.976000,-377.976000,1.157852000,1
W16:59,W16,L2,0,0,357.558000,-357.558000,0.995751000,1
W16:58,W16,L2,0,0,338.068000,-338.068000,0.975363000,1
W16:57,W16,L2,0,0,316.667000,-316.667000,0.998842000,1
W16:56,W16,L2,0,0,298.913000,-298.913000,0.926853000,1
W16:55,W16,L2,0,0,265.957000,-265.957000,1.092733000,1
W16:54,W16,L2,0,0,234.375000,-234.375000,1.017701000,1
W16:53,W16,L2,0,0,229.592000,-229.592000,0.450000000,1
W16:50,W16,L2,0,0,192.308000,-192.308000,0.851328000,1
W16:49,W16,L2,0,0,186.321000,-186.321000,0.549121000,1
W16:34,W16,L2,0,0,183.824000,-183.824000,1.250677000,1
W16:47,W16,L2,0,0,181.818000,-181.818000,0.575911000,1
W16:33,W16,L2,0,0,181.159000,-181.159000,0.500000000,1
W16:48,W16,L2,0,0,180.556000,-180.556000,0.545336000,1
W16:32,W16,L2,0,0,178.571000,-178.571000,0.500000000,1
W16:31,W16,L2,0,0,176.056000,-176.056000,0.500000000,1
W16:52,W16,L2,0,0,175.000000,-175.000000,1.070858000,1
W16:51,W16,L2,0,0,171.569000,-171.569000,0.350000000,1
W16:30|W16:46,W16,L2,0,0,156.250000,-156.250000,1.002895000,2
W16:45,W16,L2,0,0,153.509000,-153.509000,0.350000000,1
W16:36,W16,L2,0,0,151.515000,-151.515000,0.680098000,1
W16:44,W16,L2,0,0,150.862000,-150.862000,0.350000000,1
W16:35,W16,L2,0,0,149.254000,-149.254000,0.400000000,1
W16:39,W16,L2,0,0,148.810000,-148.810000,0.727869000,1
W16:38,W16,L2,0,0,148.438000,-148.438000,0.468095000,1
W16:43,W16,L2,0,0,148.305000,-148.305000,0.350000000,1
W16:37,W16,L2,0,0,148.077000,-148.077000,0.474712000,1
W16:42,W16,L2,0,0,145.833000,-145.833000,0.350000000,1
W16:41,W16,L2,0,0,143.443000,-143.443000,0.350000000,1
W16:40,W16,L2,0,0,141.129000,-141.129000,0.350000000,1
W16:29,W16,L2,0,0,136.986000,-136.986000,1.035616000,1
W16:28,W16,L2,0,0,118.243000,-118.243000,0.945429000,1
W16:27,W16,L2,0,0,116.667000,-116.667000,0.350000000,1
W16:26,W16,L2,0,0,115.132000,-115.132000,0.350000000,1
W16:25,W16,L2,0,0,113.636000,-113.636000,0.350000000,1
W16:24,W16,L2,0,0,96.154000,-96.154000,0.859913000,1
W16:23,W16,L2,0,0,94.937000,-94.937000,0.300000000,1
W16:22,W16,L2,0,0,93.750000,-93.750000,0.300000000,1
W16:21,W16,L2,0,0,92.593000,-92.593000,0.300000000,1
W16:20,W16,L2,0,0,88.415000,-88.415000,0.549693000,1
W16:19,W16,L2,0,0,82.831000,-82.831000,0.586190000,1
W16:14,W16,L2,0,0,82.386000,-82.386000,0.431770000,1
W16:17,W16,L2,0,0,82.353000,-82.353000,0.416816000,1
W16:15,W16,L2,0,0,81.897000,-81.897000,0.425029000,1
W16:18,W16,L2,0,0,81.845000,-81.845000,0.275000000,1
W16:13,W16,L2,0,0,81.461000,-81.461000,0.290000000,1
W16:16,W16,L2,0,0,81.395000,-81.395000,0.280000000,1
W16:12,W16,L2,0,0,69.444000,-69.444000,0.733138000,1
W16:11,W16,L2,0,0,68.681000,-68.681000,0.250000000,1
W16:10,W16,L2,0,0,67.935000,-67.935000,0.250000000,1
W16:9,W16,L2,0,0,67.204000,-67.204000,0.250000000,1
W16:8,W16,L2,0,0,66.489000,-66.489000,0.250000000,1
W16:7,W16,L2,0,0,65.789000,-65.789000,0.250000000,1
W16:6,W16,L2,0,0,65.104000,-65.104000,0.250000000,1
W16:5,W16,L2,0,0,51.546000,-51.546000,0.688959000,1
W16:4,W16,L2,0,0,51.020000,-51.020000,0.200000000,1
W16:3,W16,L2,0,0,50.505000,-50.505000,0.200000000,1
W16:2,W16,L2,0,0,50.000000,-50.000000,0.200000000,1
W17:89,W17,L2,0,110,3942.308000,-3942.308000,2.490853000,1
W17:88,W17,L2,0,110,3633.929000,-3633.929000,2.220418000,1
W17:87,W17,L2,0,110,3250.000000,-3250.000000,2.721040000,1
W17:86,W17,L2,0,110,2968.750000,-2968.750000,2.447149000,1
W17:85,W17,L2,0,110,2720.588000,-2720.588000,2.417034000,1
W17:84,W17,L2,0,110,2368.056000,-2368.056000,2.862921000,1
W17:83,W17,L2,0,110,2111.842000,-2111.842000,2.532271000,1
W17:82,W17,L2,0,110,1937.500000,-1937.500000,2.191127000,1
W17:81,W17,L2,0,110,1785.714000,-1785.714000,2.113741000,1
W17:80,W17,L2,0,110,1659.091000,-1659.091000,1.998652000,1
W17:79,W17,L2,0,110,1467.391000,-1467.391000,2.367796000,1
W17:78,W17,L2,0,110,989.583000,-989.583000,2.794482000,1
W17:77,W17,L2,0,110,870.000000,-870.000000,1.603620000,1
W17:76,W17,L2,0,110,769.231000,-769.231000,1.468885000,1
W17:75,W17,L2,0,110,722.222000,-722.222000,1.094547000,1
W17:74,W17,L2,0,110,700.893000,-700.893000,0.577748000,1
W17:73,W17,L2,0,110,663.793000,-663.793000,1.039901000,1
W17:72,W17,L2,0,110,629.167000,-629.167000,1.029422000,1
W17:71,W17,L2,0,110,600.806000,-600.806000,0.954831000,1
W17:70,W17,L2,0,110,578.125000,-578.125000,0.865775000,1
W17:69,W17,L2,0,110,553.030000,-553.030000,0.948136000,1
W17:68,W17,L2,0,110,533.088000,-533.088000,0.856480000,1
W17:67,W17,L2,0,110,521.429000,-521.429000,0.346743000,1
W17:66,W17,L2,0,110,503.472000,-503.472000,0.862544000,1
W17:65,W17,L2,0,110,486.486000,-486.486000,0.860324000,1
W17:64,W17,L2,0,110,460.526000,-460.526000,1.073568000,1
W17:63,W17,L2,0,110,439.103000,-439.103000,0.999339000,1
W17:62,W17,L2,0,110,387.500000,-387.500000,1.320886000,1
W17:61,W17,L2,0,110,368.902000,-368.902000,0.914471000,1
W17:59,W17,L2,0,110,357.558000,-357.558000,0.812345000,1
W17:60,W17,L2,0,110,357.143000,-357.143000,0.748165000,1
W17:58,W17,L2,0,110,346.591000,-346.591000,0.763983000,1
W17:57,W17,L2,0,110,333.333000,-333.333000,0.852522000,1
W17:56,W17,L2,0,110,326.087000,-326.087000,0.600000000,1
W17:55,W17,L2,0,110,228.723000,-228.723000,1.457974000,1
W17:52,W17,L2,0,110,225.000000,-225.000000,0.924118000,1
W17:51,W17,L2,0,110,220.588000,-220.588000,0.450000000,1
W17:54,W17,L2,0,110,213.542000,-213.542000,0.747924000,1
W17:53,W17,L2,0,110,204.082000,-204.082000,0.628287000,1
W17:50,W17,L2,0,110,182.692000,-182.692000,1.016798000,1
W17:31,W17,L2,0,110,176.056000,-176.056000,0.882313000,1
W17:30,W17,L2,0,110,173.611000,-173.611000,0.500000000,1
W17:32,W17,L2,0,110,171.429000,-171.429000,0.704997000,1
W17:29,W17,L2,0,110,171.233000,-171.233000,0.500000000,1
W17:33,W17,L2,0,110,170.290000,-170.290000,0.691568000,1
W17:34,W17,L2,0,110,169.118000,-169.118000,0.678129000,1
W17:35,W17,L2,0,110,167.910000,-167.910000,0.887919000,1
W17:49,W17,L2,0,110,165.094000,-165.094000,0.754924000,1
W17:48,W17,L2,0,110,162.037000,-162.037000,0.350000000,1
W17:36|W17:47,W17,L2,0,110,159.091000,-159.091000,0.554823500,2
W17:45,W17,L2,0,110,157.895000,-157.895000,0.540314000,1
W17:43,W17,L2,0,110,156.780000,-156.780000,0.556689000,1
W17:46,W17,L2,0,110,156.250000,-156.250000,0.350000000,1
W17:41,W17,L2,0,110,155.738000,-155.738000,0.573058000,1
W17:44,W17,L2,0,110,155.172000,-155.172000,0.360000000,1
W17:39,W17,L2,0,110,154.762000,-154.762000,0.589420000,1
W17:38,W17,L2,0,110,154.297000,-154.297000,0.479939000,1
W17:42,W17,L2,0,110,154.167000,-154.167000,0.370000000,1
W17:37,W17,L2,0,110,153.846000,-153.846000,0.486575000,1
W17:40,W17,L2,0,110,153.226000,-153.226000,0.380000000,1
W17:28,W17,L2,0,110,152.027000,-152.027000,1.130185000,1
W17:27,W17,L2,0,110,150.000000,-150.000000,0.450000000,1
W17:26,W17,L2,0,110,148.026000,-148.026000,0.450000000,1
W17:25,W17,L2,0,110,146.104000,-146.104000,0.450000000,1
W17:24,W17,L2,0,110,144.231000,-144.231000,0.450000000,1
W17:23,W17,L2,0,110,110.759000,-110.759000,1.199335000,1
W17:22,W17,L2,0,110,93.750000,-93.750000,0.865293000,1
W17:7,W17,L2,0,110,92.105000,-92.105000,0.854538000,1
W17:6,W17,L2,0,110,91.146000,-91.146000,0.350000000,1
W17:5,W17,L2,0,110,90.206000,-90.206000,0.350000000,1
W17:18,W17,L2,0,110,89.286000,-89.286000,0.661857000,1
W17:12,W17,L2,0,110,83.333000,-83.333000,0.779571000,1
W17:19,W17,L2,0,110,82.831000,-82.831000,0.408600000,1
W17:8,W17,L2,0,110,82.447000,-82.447000,0.461678000,1
W17:11,W17,L2,0,110,82.418000,-82.418000,0.300000000,1
W17:14,W17,L2,0,110,82.386000,-82.386000,0.431770000,1
W17:17,W17,L2,0,110,82.353000,-82.353000,0.644171000,1
W17:20,W17,L2,0,110,82.317000,-82.317000,0.401862000,1
W17:9,W17,L2,0,110,81.989000,-81.989000,0.454938000,1
W17:15,W17,L2,0,110,81.897000,-81.897000,0.425029000,1
W17:21,W17,L2,0,110,81.790000,-81.790000,0.715154000,1
W17:10,W17,L2,0,110,81.522000,-81.522000,0.300000000,1
W17:16,W17,L2,0,110,81.395000,-81.395000,0.280000000,1
W17:13,W17,L2,0,110,70.225000,-70.225000,0.731121000,1
W17:4,W17,L2,0,110,51.020000,-51.020000,1.070941000,1
W17:3,W17,L2,0,110,50.505000,-50.505000,0.200000000,1
W17:2,W17,L2,0,110,50.000000,-50.000000,0.200000000,1
W5:90,W5,L1,0,220,3958.333000,-3958.333000,2.377325000,1
W5:89,W5,L1,0,220,3500.000000,-3500.000000,2.478785000,1
W5:88,W5,L1,0,220,3133.929000,-3133.929000,2.345842000,1
W5:87,W5,L1,0,220,2833.333000,-2833.333000,2.244272000,1
W5:86,W5,L1,0,220,2578.125000,-2578.125000,2.176813000,1
W5:85,W5,L1,0,220,2000.000000,-2000.000000,2.905516000,1
W5:84,W5,L1,0,220,1819.444000,-1819.444000,1.842047000,1
W5:83,W5,L1,0,220,1684.211000,-1684.211000,1.662360000,1
W5:82,W5,L1,0,220,1568.750000,-1568.750000,1.600007000,1
W5:81,W5,L1,0,220,1422.619000,-1422.619000,1.833844000,1
W5:80,W5,L1,0,220,1278.409000,-1278.409000,1.830430000,1
W5:79,W5,L1,0,220,1114.130000,-1114.130000,1.882467000,1
W5:78,W5,L1,0,220,953.125000,-953.125000,1.794495000,1
W5:77,W5,L1,0,220,855.000000,-855.000000,1.472247000,1
W5:76,W5,L1,0,220,788.462000,-788.462000,1.268759000,1
W5:75,W5,L1,0,220,740.741000,-740.741000,1.117172000,1
W5:74,W5,L1,0,220,696.429000,-696.429000,1.101992000,1
W5:73,W5,L1,0,220,693.966000,-693.966000,1.005911000,1
W5:72,W5,L1,0,220,666.667000,-666.667000,0.921057000,1
W5:71,W5,L1,0,220,645.161000,-645.161000,0.800000000,1
W5:70,W5,L1,0,220,625.000000,-625.000000,0.800000000,1
W5:69,W5,L1,0,220,606.061000,-606.061000,0.800000000,1
W5:68,W5,L1,0,220,551.471000,-551.471000,1.366314000,1
W5:67,W5,L1,0,220,535.714000,-535.714000,0.750000000,1
W5:66,W5,L1,0,220,520.833000,-520.833000,0.750000000,1
W5:65,W5,L1,0,220,506.757000,-506.757000,0.750000000,1
W5:64,W5,L1,0,220,493.421000,-493.421000,0.750000000,1
W5:63,W5,L1,0,220,477.564000,-477.564000,0.892267000,1
W5:62,W5,L1,0,220,453.125000,-453.125000,1.115274000,1
W5:61,W5,L1,0,220,365.854000,-365.854000,1.574363000,1
W5:60,W5,L1,0,220,357.143000,-357.143000,0.600000000,1
W5:59,W5,L1,0,220,319.767000,-319.767000,1.146786000,1
W5:58,W5,L1,0,220,312.500000,-312.500000,0.550000000,1
W5:57,W5,L1,0,220,294.444000,-294.444000,0.896506000,1
W5:56,W5,L1,0,220,271.739000,-271.739000,0.950762000,1
W5:55,W5,L1,0,220,255.319000,-255.319000,0.839052000,1
W5:54,W5,L1,0,220,234.375000,-234.375000,0.887623000,1
W5:53,W5,L1,0,220,229.592000,-229.592000,0.450000000,1
W5:52,W5,L1,0,220,225.000000,-225.000000,0.450000000,1
W5:51,W5,L1,0,220,220.588000,-220.588000,0.450000000,1
W5:50,W5,L1,0,220,218.750000,-218.750000,0.480942000,1
W5:49,W5,L1,0,220,212.264000,-212.264000,0.610838000,1
W5:48,W5,L1,0,220,208.333000,-208.333000,0.450000000,1
W5:47,W5,L1,0,220,204.545000,-204.545000,0.450000000,1
W5:46,W5,L1,0,220,178.571000,-178.571000,0.970836000,1
W5:45,W5,L1,0,220,175.439000,-175.439000,0.400000000,1
W5:44,W5,L1,0,220,172.414000,-172.414000,0.400000000,1
W5:43,W5,L1,0,220,169.492000,-169.492000,0.400000000,1
W5:42,W5,L1,0,220,158.333000,-158.333000,0.743616000,1
W5:41,W5,L1,0,220,147.541000,-147.541000,0.716916000,1
W5:40,W5,L1,0,220,141.129000,-141.129000,0.595766000,1
W5:39,W5,L1,0,220,138.889000,-138.889000,0.350000000,1
W5:38,W5,L1,0,220,136.719000,-136.719000,0.350000000,1
W5:37,W5,L1,0,220,115.385000,-115.385000,0.822206000,1
W5:36,W5,L1,0,220,113.636000,-113.636000,0.300000000,1
W5:35,W5,L1,0,220,111.940000,-111.940000,0.300000000,1
W5:34,W5,L1,0,220,110.294000,-110.294000,0.300000000,1
W5:30,W5,L1,0,220,104.167000,-104.167000,0.736260000,1
W5:29,W5,L1,0,220,102.740000,-102.740000,0.300000000,1
W5:28,W5,L1,0,220,101.351000,-101.351000,0.300000000,1
W5:27,W5,L1,0,220,100.000000,-100.000000,0.300000000,1
W5:26,W5,L1,0,220,98.684000,-98.684000,0.300000000,1
W5:25,W5,L1,0,220,97.403000,-97.403000,0.300000000,1
W5:24,W5,L1,0,220,96.154000,-96.154000,0.300000000,1
W5:23,W5,L1,0,220,94.937000,-94.937000,0.300000000,1
W5:22,W5,L1,0,220,93.750000,-93.750000,0.300000000,1
W5:33,W5,L1,0,220,90.580000,-90.580000,0.735900000,1
W5:32,W5,L1,0,220,89.286000,-89.286000,0.250000000,1
W5:31,W5,L1,0,220,88.028000,-88.028000,0.250000000,1
W5:21,W5,L1,0,220,61.728000,-61.728000,0.852470000,1
W5:20,W5,L1,0,220,60.976000,-60.976000,0.200000000,1
W5:19,W5,L1,0,220,60.241000,-60.241000,0.200000000,1
W5:18,W5,L1,0,220,59.524000,-59.524000,0.200000000,1
W5:17,W5,L1,0,220,58.824000,-58.824000,0.200000000,1
W5:16,W5,L1,0,220,58.140000,-58.140000,0.200000000,1
W5:15,W5,L1,0,220,57.471000,-57.471000,0.200000000,1
W5:14,W5,L1,0,220,56.818000,-56.818000,0.200000000,1
W5:13,W5,L1,0,220,56.180000,-56.180000,0.200000000,1
W5:12,W5,L1,0,220,55.556000,-55.556000,0.200000000,1
W5:11,W5,L1,0,220,54.945000,-54.945000,0.200000000,1
W5:10,W5,L1,0,220,54.348000,-54.348000,0.200000000,1
W5:9,W5,L1,0,220,53.763000,-53.763000,0.200000000,1
W5:8,W5,L1,0,220,53.191000,-53.191000,0.200000000,1
W5:7,W5,L1,0,220,39.474000,-39.474000,0.568445000,1
W5:6,W5,L1,0,220,39.063000,-39.063000,0.150000000,1
W5:5,W5,L1,0,220,38.660000,-38.660000,0.150000000,1
W5:4,W5,L1,0,220,38.265000,-38.265000,0.150000000,1
W5:3,W5,L1,0,220,37.879000,-37.879000,0.150000000,1
W5:2,W5,L1,0,220,37.500000,-37.500000,0.150000000,1
W18:88,W18,L2,0,710,3660.714000,-3660.714000,2.828706000,1
W18:87,W18,L2,0,710,3333.333000,-3333.333000,2.529128000,1
W18:86,W18,L2,0,710,3015.625000,-3015.625000,2.630457000,1
W18:85,W18,L2,0,710,2705.882000,-2705.882000,2.691479000,1
W18:84,W18,L2,0,710,2416.667000,-2416.667000,2.665679000,1
W18:83,W18,L2,0,710,2203.947000,-2203.947000,2.387160000,1
W18:82,W18,L2,0,710,2012.500000,-2012.500000,2.335848000,1
W18:81,W18,L2,0,710,1845.238000,-1845.238000,2.250649000,1
W18:80,W18,L2,0,710,1647.727000,-1647.727000,2.417457000,1
W18:79,W18,L2,0,710,1195.652000,-1195.652000,2.886928000,1
W18:78,W18,L2,0,710,989.583000,-989.583000,2.012530000,1
W18:77,W18,L2,0,710,805.000000,-805.000000,1.790781000,1
W18:76,W18,L2,0,710,721.154000,-721.154000,1.316971000,1
W18:75,W18,L2,0,710,648.148000,-648.148000,1.231542000,1
W18:74,W18,L2,0,710,625.000000,-625.000000,0.700000000,1
W18:73,W18,L2,0,710,603.448000,-603.448000,0.700000000,1
W18:72,W18,L2,0,710,583.333000,-583.333000,0.700000000,1
W18:71,W18,L2,0,710,564.516000,-564.516000,0.700000000,1
W18:70,W18,L2,0,710,507.813000,-507.813000,1.210834000,1
W18:69,W18,L2,0,710,492.424000,-492.424000,0.650000000,1
W18:68,W18,L2,0,710,477.941000,-477.941000,0.650000000,1
W18:67,W18,L2,0,710,464.286000,-464.286000,0.650000000,1
W18:66,W18,L2,0,710,451.389000,-451.389000,0.650000000,1
W18:65,W18,L2,0,710,439.189000,-439.189000,0.650000000,1
W18:64,W18,L2,0,710,394.737000,-394.737000,1.187425000,1
W18:63,W18,L2,0,710,384.615000,-384.615000,0.600000000,1
W18:62,W18,L2,0,710,375.000000,-375.000000,0.600000000,1
W18:61,W18,L2,0,710,365.854000,-365.854000,0.600000000,1
W18:60,W18,L2,0,710,327.381000,-327.381000,1.140419000,1
W18:59,W18,L2,0,710,319.767000,-319.767000,0.550000000,1
W18:58,W18,L2,0,710,312.500000,-312.500000,0.550000000,1
W18:57,W18,L2,0,710,305.556000,-305.556000,0.550000000,1
W18:56,W18,L2,0,710,271.739000,-271.739000,1.087133000,1
W18:51,W18,L2,0,710,269.608000,-269.608000,1.085382000,1
W18:55,W18,L2,0,710,265.957000,-265.957000,0.500000000,1
W18:54,W18,L2,0,710,260.417000,-260.417000,0.500000000,1
W18:53,W18,L2,0,710,255.102000,-255.102000,0.500000000,1
W18:52,W18,L2,0,710,250.000000,-250.000000,0.500000000,1
W18:50,W18,L2,0,710,240.385000,-240.385000,1.119520000,1
W18:49,W18,L2,0,710,226.415000,-226.415000,0.862004000,1
W18:48,W18,L2,0,710,199.074000,-199.074000,1.013374000,1
W18:47,W18,L2,0,710,172.727000,-172.727000,0.931957000,1
W18:46,W18,L2,0,710,156.250000,-156.250000,0.764913000,1
W18:45,W18,L2,0,710,153.509000,-153.509000,0.350000000,1
W18:44,W18,L2,0,710,150.862000,-150.862000,0.350000000,1
W18:43,W18,L2,0,710,148.305000,-148.305000,0.350000000,1
W18:42,W18,L2,0,710,145.833000,-145.833000,0.350000000,1
W18:41,W18,L2,0,710,143.443000,-143.443000,0.350000000,1
W18:40,W18,L2,0,710,141.129000,-141.129000,0.350000000,1
W18:39,W18,L2,0,710,138.889000,-138.889000,0.350000000,1
W18:29,W18,L2,0,710,119.863000,-119.863000,0.836297000,1
W18:28,W18,L2,0,710,118.243000,-118.243000,0.350000000,1
W18:38,W18,L2,0,710,117.188000,-117.188000,0.819082000,1
W18:27,W18,L2,0,710,116.667000,-116.667000,0.350000000,1
W18:37,W18,L2,0,710,115.385000,-115.385000,0.300000000,1
W18:26,W18,L2,0,710,115.132000,-115.132000,0.350000000,1
W18:25|W18:36,W18,L2,0,710,113.636000,-113.636000,0.325000000,2
W18:35,W18,L2,0,710,111.940000,-111.940000,0.300000000,1
W18:34,W18,L2,0,710,110.294000,-110.294000,0.300000000,1
W18:33,W18,L2,0,710,108.696000,-108.696000,0.300000000,1
W18:32,W18,L2,0,710,107.143000,-107.143000,0.300000000,1
W18:31,W18,L2,0,710,105.634000,-105.634000,0.300000000,1
W18:30,W18,L2,0,710,104.167000,-104.167000,0.300000000,1
W18:24,W18,L2,0,710,96.154000,-96.154000,0.859913000,1
W18:23,W18,L2,0,710,94.937000,-94.937000,0.300000000,1
W18:22,W18,L2,0,710,78.125000,-78.125000,0.763273000,1
W18:21,W18,L2,0,710,77.160000,-77.160000,0.250000000,1
W18:20,W18,L2,0,710,76.220000,-76.220000,0.250000000,1
W18:19,W18,L2,0,710,75.301000,-75.301000,0.250000000,1
W18:18,W18,L2,0,710,74.405000,-74.405000,0.250000000,1
W18:17,W18,L2,0,710,73.529000,-73.529000,0.250000000,1
W18:16,W18,L2,0,710,72.674000,-72.674000,0.250000000,1
W18:15,W18,L2,0,710,71.839000,-71.839000,0.250000000,1
W18:14,W18,L2,0,710,71.023000,-71.023000,0.250000000,1
W18:13,W18,L2,0,710,70.225000,-70.225000,0.250000000,1
W18:12,W18,L2,0,710,69.444000,-69.444000,0.250000000,1
W18:11,W18,L2,0,710,68.681000,-68.681000,0.250000000,1
W18:10,W18,L2,0,710,67.935000,-67.935000,0.250000000,1
W18:9,W18,L2,0,710,67.204000,-67.204000,0.250000000,1
W18:8,W18,L2,0,710,66.489000,-66.489000,0.250000000,1
W18:7,W18,L2,0,710,65.789000,-65.789000,0.250000000,1
W18:6,W18,L2,0,710,65.104000,-65.104000,0.250000000,1
W18:5,W18,L2,0,710,64.433000,-64.433000,0.250000000,1
W18:4,W18,L2,0,710,63.776000,-63.776000,0.250000000,1
W18:3,W18,L2,0,710,63.131000,-63.131000,0.250000000,1
W18:2,W18,L2,0,710,62.500000,-62.500000,0.250000000,1
W19:88,W19,L2,0,1010,3758.929000,-3758.929000,2.574094000,1
W19:87,W19,L2,0,1010,3416.667000,-3416.667000,2.621884000,1
W19:86,W19,L2,0,1010,3054.688000,-3054.688000,2.822419000,1
W19:85,W19,L2,0,1010,2764.706000,-2764.706000,2.638461000,1
W19:84,W19,L2,0,1010,2513.889000,-2513.889000,2.551733000,1
W19:83,W19,L2,0,1010,2302.632000,-2302.632000,2.434095000,1
W19:82,W19,L2,0,1010,2125.000000,-2125.000000,2.318356000,1
W19:81,W19,L2,0,1010,1964.286000,-1964.286000,2.282750000,1
W19:80,W19,L2,0,1010,1818.182000,-1818.182000,2.245810000,1
W19:78,W19,L2,0,1010,989.583000,-989.583000,2.195689000,1
W19:77,W19,L2,0,1010,800.000000,-800.000000,1.801484000,1
W19:76,W19,L2,0,1010,721.154000,-721.154000,1.286517000,1
W19:75,W19,L2,0,1010,694.444000,-694.444000,0.750000000,1
W19:74,W19,L2,0,1010,669.643000,-669.643000,0.750000000,1
W19:73,W19,L2,0,1010,603.448000,-603.448000,1.251479000,1
W19:72,W19,L2,0,1010,583.333000,-583.333000,0.700000000,1
W19:71,W19,L2,0,1010,564.516000,-564.516000,0.700000000,1
W19:70,W19,L2,0,1010,507.813000,-507.813000,1.210834000,1
W19:69,W19,L2,0,1010,492.424000,-492.424000,0.650000000,1
W19:68,W19,L2,0,1010,477.941000,-477.941000,0.650000000,1
W19:67,W19,L2,0,1010,464.286000,-464.286000,0.650000000,1
W19:66,W19,L2,0,1010,416.667000,-416.667000,1.172542000,1
W19:65,W19,L2,0,1010,405.405000,-405.405000,0.600000000,1
W19:64,W19,L2,0,1010,394.737000,-394.737000,0.600000000,1
W19:63,W19,L2,0,1010,384.615000,-384.615000,0.600000000,1
W19:62,W19,L2,0,1010,375.000000,-375.000000,0.600000000,1
W19:61,W19,L2,0,1010,365.854000,-365.854000,0.600000000,1
W19:60,W19,L2,0,1010,357.143000,-357.143000,0.600000000,1
W19:59,W19,L2,0,1010,348.837000,-348.837000,0.600000000,1
W19:58,W19,L2,0,1010,312.500000,-312.500000,1.153049000,1
W19:57,W19,L2,0,1010,305.556000,-305.556000,0.550000000,1
W19:56,W19,L2,0,1010,298.913000,-298.913000,0.550000000,1
W19:55,W19,L2,0,1010,292.553000,-292.553000,0.550000000,1
W19:49,W19,L2,0,1010,283.019000,-283.019000,1.075560000,1
W19:50,W19,L2,0,1010,271.635000,-271.635000,1.181270000,1
W19:53,W19,L2,0,1010,255.102000,-255.102000,0.883378000,1
W19:52,W19,L2,0,1010,250.000000,-250.000000,0.500000000,1
W19:51,W19,L2,0,1010,245.098000,-245.098000,0.500000000,1
W19:54,W19,L2,0,1010,244.792000,-244.792000,1.203636000,1
W19:48,W19,L2,0,1010,194.444000,-194.444000,1.520800000,1
W19:47,W19,L2,0,1010,181.818000,-181.818000,0.757373000,1
W19:46,W19,L2,0,1010,156.250000,-156.250000,0.883124000,1
W19:45,W19,L2,0,1010,153.509000,-153.509000,0.350000000,1
W19:44,W19,L2,0,1010,150.862000,-150.862000,0.350000000,1
W19:43,W19,L2,0,1010,148.305000,-148.305000,0.350000000,1
W19:42,W19,L2,0,1010,145.833000,-145.833000,0.350000000,1
W19:41,W19,L2,0,1010,143.443000,-143.443000,0.350000000,1
W19:32,W19,L2,0,1010,142.857000,-142.857000,1.046504000,1
W19:40,W19,L2,0,1010,141.129000,-141.129000,0.350000000,1
W19:31,W19,L2,0,1010,140.845000,-140.845000,0.400000000,1
W19:39,W19,L2,0,1010,138.889000,-138.889000,0.350000000,1
W19:30,W19,L2,0,1010,131.944000,-131.944000,0.776074000,1
W19:29,W19,L2,0,1010,119.863000,-119.863000,0.815233000,1
W19:28,W19,L2,0,1010,118.243000,-118.243000,0.350000000,1
