SAMPLE_IDS,POINT_ID,LINE_ID,X_LOCAL_M,Y_LOCAL_M,DEPTH_M,Z_LOCAL_M,VX_KM_S,N_MERGED
W19:38,W19,L2,0,1010,117.188000,-117.188000,0.819082000,1
W19:27,W19,L2,0,1010,116.667000,-116.667000,0.350000000,1
W19:37,W19,L2,0,1010,115.385000,-115.385000,0.300000000,1
W19:26,W19,L2,0,1010,115.132000,-115.132000,0.350000000,1
W19:25|W19:36,W19,L2,0,1010,113.636000,-113.636000,0.325000000,2
W19:24,W19,L2,0,1010,112.179000,-112.179000,0.350000000,1
W19:35,W19,L2,0,1010,111.940000,-111.940000,0.300000000,1
W19:34,W19,L2,0,1010,110.294000,-110.294000,0.300000000,1
W19:33,W19,L2,0,1010,108.696000,-108.696000,0.300000000,1
W19:23,W19,L2,0,1010,94.937000,-94.937000,0.862616000,1
W19:22,W19,L2,0,1010,78.125000,-78.125000,0.763273000,1
W19:21,W19,L2,0,1010,77.160000,-77.160000,0.250000000,1
W19:20,W19,L2,0,1010,76.220000,-76.220000,0.250000000,1
W19:19,W19,L2,0,1010,75.301000,-75.301000,0.250000000,1
W19:18,W19,L2,0,1010,74.405000,-74.405000,0.250000000,1
W19:17,W19,L2,0,1010,73.529000,-73.529000,0.250000000,1
W19:16,W19,L2,0,1010,72.674000,-72.674000,0.250000000,1
W19:15,W19,L2,0,1010,71.839000,-71.839000,0.250000000,1
W19:14,W19,L2,0,1010,71.023000,-71.023000,0.250000000,1
W19:13,W19,L2,0,1010,70.225000,-70.225000,0.250000000,1
W19:12,W19,L2,0,1010,69.444000,-69.444000,0.250000000,1
W19:11,W19,L2,0,1010,68.681000,-68.681000,0.250000000,1
W19:10,W19,L2,0,1010,67.935000,-67.935000,0.250000000,1
W19:9,W19,L2,0,1010,67.204000,-67.204000,0.250000000,1
W19:8,W19,L2,0,1010,66.489000,-66.489000,0.250000000,1
W19:7,W19,L2,0,1010,65.789000,-65.789000,0.250000000,1
W19:6,W19,L2,0,1010,65.104000,-65.104000,0.250000000,1
W19:5,W19,L2,0,1010,64.433000,-64.433000,0.250000000,1
W19:4,W19,L2,0,1010,63.776000,-63.776000,0.250000000,1
W19:3,W19,L2,0,1010,63.131000,-63.131000,0.250000000,1
W19:2,W19,L2,0,1010,62.500000,-62.500000,0.250000000,1
W20:88,W20,L2,0,1310,3928.571000,-3928.571000,2.714212000,1
W20:87,W20,L2,0,1310,3525.000000,-3525.000000,2.905311000,1
W20:86,W20,L2,0,1310,3164.063000,-3164.063000,2.870872000,1
W20:85,W20,L2,0,1310,2867.647000,-2867.647000,2.717222000,1
W20:84,W20,L2,0,1310,2611.111000,-2611.111000,2.630754000,1
W20:83,W20,L2,0,1310,2407.895000,-2407.895000,2.440516000,1
W20:82,W20,L2,0,1310,2250.000000,-2250.000000,2.232666000,1
W20:81,W20,L2,0,1310,2142.857000,-2142.857000,1.800000000,1
W20:80,W20,L2,0,1310,1988.636000,-1988.636000,2.414562000,1
W20:78,W20,L2,0,1310,885.417000,-885.417000,1.214512000,1
W20:77,W20,L2,0,1310,760.000000,-760.000000,1.498571000,1
W20:76,W20,L2,0,1310,673.077000,-673.077000,1.278485000,1
W20:75,W20,L2,0,1310,648.148000,-648.148000,0.700000000,1
W20:74,W20,L2,0,1310,625.000000,-625.000000,0.700000000,1
W20:73,W20,L2,0,1310,603.448000,-603.448000,0.700000000,1
W20:72,W20,L2,0,1310,583.333000,-583.333000,0.700000000,1
W20:71,W20,L2,0,1310,564.516000,-564.516000,0.700000000,1
W20:70,W20,L2,0,1310,546.875000,-546.875000,0.700000000,1
W20:69,W20,L2,0,1310,530.303000,-530.303000,0.700000000,1
W20:68,W20,L2,0,1310,477.941000,-477.941000,1.227821000,1
W20:67,W20,L2,0,1310,464.286000,-464.286000,0.650000000,1
W20:66,W20,L2,0,1310,451.389000,-451.389000,0.650000000,1
W20:65,W20,L2,0,1310,439.189000,-439.189000,0.650000000,1
W20:64,W20,L2,0,1310,394.737000,-394.737000,1.187425000,1
W20:63,W20,L2,0,1310,384.615000,-384.615000,0.600000000,1
W20:62,W20,L2,0,1310,375.000000,-375.000000,0.600000000,1
W20:61,W20,L2,0,1310,365.854000,-365.854000,0.600000000,1
W20:60,W20,L2,0,1310,357.143000,-357.143000,0.600000000,1
W20:59,W20,L2,0,1310,319.767000,-319.767000,1.146786000,1
W20:58,W20,L2,0,1310,312.500000,-312.500000,0.550000000,1
W20:57,W20,L2,0,1310,305.556000,-305.556000,0.550000000,1
W20:56,W20,L2,0,1310,298.913000,-298.913000,0.550000000,1
W20:49,W20,L2,0,1310,283.019000,-283.019000,1.111614000,1
W20:50,W20,L2,0,1310,269.231000,-269.231000,1.152717000,1
W20:55,W20,L2,0,1310,265.957000,-265.957000,1.092733000,1
W20:52,W20,L2,0,1310,250.000000,-250.000000,1.155467000,1
W20:51,W20,L2,0,1310,245.098000,-245.098000,0.500000000,1
W20:54,W20,L2,0,1310,244.792000,-244.792000,0.916823000,1
W20:48,W20,L2,0,1310,231.481000,-231.481000,1.385594000,1
W20:53,W20,L2,0,1310,204.082000,-204.082000,1.038303000,1
W20:47,W20,L2,0,1310,159.091000,-159.091000,1.273127000,1
W20:46,W20,L2,0,1310,156.250000,-156.250000,0.350000000,1
W20:45,W20,L2,0,1310,153.509000,-153.509000,0.350000000,1
W20:44,W20,L2,0,1310,150.862000,-150.862000,0.350000000,1
W20:42,W20,L2,0,1310,145.833000,-145.833000,0.794957000,1
W20:7,W20,L2,0,1310,144.737000,-144.737000,1.277577000,1
W20:41,W20,L2,0,1310,143.443000,-143.443000,0.350000000,1
W20:6,W20,L2,0,1310,143.229000,-143.229000,0.550000000,1
W20:40,W20,L2,0,1310,141.129000,-141.129000,0.350000000,1
W20:9,W20,L2,0,1310,134.409000,-134.409000,1.179641000,1
W20:8,W20,L2,0,1310,132.979000,-132.979000,0.500000000,1
W20:5,W20,L2,0,1310,128.866000,-128.866000,1.302271000,1
W20:4,W20,L2,0,1310,127.551000,-127.551000,0.500000000,1
W20:43,W20,L2,0,1310,127.119000,-127.119000,0.802899000,1
W20:33,W20,L2,0,1310,126.812000,-126.812000,0.824231000,1
W20:31,W20,L2,0,1310,123.239000,-123.239000,0.830330000,1
W20:10,W20,L2,0,1310,122.283000,-122.283000,1.238263000,1
W20:30,W20,L2,0,1310,121.528000,-121.528000,0.350000000,1
W20:29,W20,L2,0,1310,119.863000,-119.863000,0.350000000,1
W20:39,W20,L2,0,1310,119.048000,-119.048000,0.815922000,1
W20:28,W20,L2,0,1310,118.243000,-118.243000,0.350000000,1
W20:38,W20,L2,0,1310,117.188000,-117.188000,0.300000000,1
W20:27,W20,L2,0,1310,116.667000,-116.667000,0.350000000,1
W20:37,W20,L2,0,1310,115.385000,-115.385000,0.300000000,1
W20:3|W20:36,W20,L2,0,1310,113.636000,-113.636000,0.756777000,2
W20:35,W20,L2,0,1310,111.940000,-111.940000,0.300000000,1
W20:34,W20,L2,0,1310,110.294000,-110.294000,0.300000000,1
W20:32,W20,L2,0,1310,107.143000,-107.143000,0.837316000,1
W20:19,W20,L2,0,1310,105.422000,-105.422000,0.864370000,1
W20:18,W20,L2,0,1310,104.167000,-104.167000,0.350000000,1
W20:16,W20,L2,0,1310,101.744000,-101.744000,0.872282000,1
W20:15,W20,L2,0,1310,100.575000,-100.575000,0.350000000,1
W20:2,W20,L2,0,1310,100.000000,-100.000000,1.118700000,1
W20:14,W20,L2,0,1310,99.432000,-99.432000,0.350000000,1
W20:13,W20,L2,0,1310,98.315000,-98.315000,0.350000000,1
W20:12,W20,L2,0,1310,97.222000,-97.222000,0.350000000,1
W20:11,W20,L2,0,1310,96.154000,-96.154000,0.350000000,1
W20:20,W20,L2,0,1310,91.463000,-91.463000,0.761230000,1
W20:17,W20,L2,0,1310,88.235000,-88.235000,0.878321000,1
W20:26,W20,L2,0,1310,82.237000,-82.237000,0.959480000,1
W20:25,W20,L2,0,1310,81.169000,-81.169000,0.250000000,1
W20:24,W20,L2,0,1310,80.128000,-80.128000,0.250000000,1
W20:23,W20,L2,0,1310,79.114000,-79.114000,0.250000000,1
W20:22,W20,L2,0,1310,78.125000,-78.125000,0.250000000,1
W20:21,W20,L2,0,1310,77.160000,-77.160000,0.250000000,1
W4:89,W4,L1,50,220,3653.846000,-3653.846000,2.536714000,1
W4:88,W4,L1,50,220,3303.571000,-3303.571000,2.343730000,1
W4:87,W4,L1,50,220,3000.000000,-3000.000000,2.315300000,1
W4:86,W4,L1,50,220,2734.375000,-2734.375000,2.285352000,1
W4:85,W4,L1,50,220,2147.059000,-2147.059000,3.051808000,1
W4:84,W4,L1,50,220,1972.222000,-1972.222000,1.886557000,1
W4:83,W4,L1,50,220,1802.632000,-1802.632000,1.928854000,1
W4:82,W4,L1,50,220,1668.750000,-1668.750000,1.782924000,1
W4:81,W4,L1,50,220,1488.095000,-1488.095000,2.056174000,1
W4:80,W4,L1,50,220,1323.864000,-1323.864000,1.968897000,1
W4:79,W4,L1,50,220,1125.000000,-1125.000000,2.034173000,1
W4:78,W4,L1,50,220,973.958000,-973.958000,1.776604000,1
W4:77,W4,L1,50,220,850.000000,-850.000000,1.601523000,1
W4:76,W4,L1,50,220,783.654000,-783.654000,1.262718000,1
W4:75,W4,L1,50,220,726.852000,-726.852000,1.194991000,1
W4:74,W4,L1,50,220,709.821000,-709.821000,0.625187000,1
W4:73,W4,L1,50,220,672.414000,-672.414000,1.050968000,1
W4:72,W4,L1,50,220,666.667000,-666.667000,0.937927000,1
W4:71,W4,L1,50,220,645.161000,-645.161000,0.800000000,1
W4:70,W4,L1,50,220,625.000000,-625.000000,0.800000000,1
W4:69,W4,L1,50,220,606.061000,-606.061000,0.800000000,1
W4:68,W4,L1,50,220,551.471000,-551.471000,1.366314000,1
W4:67,W4,L1,50,220,535.714000,-535.714000,0.750000000,1
W4:66,W4,L1,50,220,520.833000,-520.833000,0.750000000,1
W4:65,W4,L1,50,220,506.757000,-506.757000,0.750000000,1
W4:64,W4,L1,50,220,486.842000,-486.842000,0.981599000,1
W4:63,W4,L1,50,220,464.744000,-464.744000,1.045775000,1
W4:62,W4,L1,50,220,437.500000,-437.500000,1.139731000,1
W4:61,W4,L1,50,220,396.341000,-396.341000,1.282318000,1
W4:60,W4,L1,50,220,357.143000,-357.143000,1.215616000,1
W4:59,W4,L1,50,220,348.837000,-348.837000,0.600000000,1
W4:58,W4,L1,50,220,312.500000,-312.500000,1.153049000,1
W4:57,W4,L1,50,220,277.778000,-277.778000,1.081444000,1
W4:56,W4,L1,50,220,260.870000,-260.870000,0.835039000,1
W4:55,W4,L1,50,220,244.681000,-244.681000,0.812276000,1
W4:54,W4,L1,50,220,234.375000,-234.375000,0.686329000,1
W4:53,W4,L1,50,220,229.592000,-229.592000,0.450000000,1
W4:52,W4,L1,50,220,225.000000,-225.000000,0.450000000,1
W4:51,W4,L1,50,220,220.588000,-220.588000,0.450000000,1
W4:50,W4,L1,50,220,192.308000,-192.308000,0.953543000,1
W4:49,W4,L1,50,220,188.679000,-188.679000,0.400000000,1
W4:45,W4,L1,50,220,186.404000,-186.404000,0.607630000,1
W4:47,W4,L1,50,220,186.364000,-186.364000,0.585988000,1
W4:46,W4,L1,50,220,185.268000,-185.268000,0.470377000,1
W4:48,W4,L1,50,220,185.185000,-185.185000,0.400000000,1
W4:44,W4,L1,50,220,163.793000,-163.793000,0.915912000,1
W4:43,W4,L1,50,220,161.017000,-161.017000,0.380000000,1
W4:42,W4,L1,50,220,154.167000,-154.167000,0.617428000,1
W4:41,W4,L1,50,220,147.541000,-147.541000,0.606680000,1
W4:40,W4,L1,50,220,141.129000,-141.129000,0.595766000,1
W4:39,W4,L1,50,220,138.889000,-138.889000,0.350000000,1
W4:38,W4,L1,50,220,136.719000,-136.719000,0.350000000,1
W4:37,W4,L1,50,220,126.923000,-126.923000,0.682060000,1
W4:36,W4,L1,50,220,121.212000,-121.212000,0.563928000,1
W4:35,W4,L1,50,220,111.940000,-111.940000,0.640166000,1
W4:34,W4,L1,50,220,102.941000,-102.941000,0.610574000,1
W4:28,W4,L1,50,220,101.351000,-101.351000,0.741459000,1
W4:27,W4,L1,50,220,100.000000,-100.000000,0.300000000,1
W4:26,W4,L1,50,220,98.684000,-98.684000,0.300000000,1
W4:25,W4,L1,50,220,97.403000,-97.403000,0.300000000,1
W4:24,W4,L1,50,220,96.154000,-96.154000,0.300000000,1
W4:23,W4,L1,50,220,94.937000,-94.937000,0.300000000,1
W4:33,W4,L1,50,220,94.203000,-94.203000,0.580261000,1
W4:22,W4,L1,50,220,93.750000,-93.750000,0.300000000,1
W4:32,W4,L1,50,220,89.286000,-89.286000,0.473701000,1
W4:31,W4,L1,50,220,88.028000,-88.028000,0.250000000,1
W4:30,W4,L1,50,220,86.806000,-86.806000,0.250000000,1
W4:29,W4,L1,50,220,85.616000,-85.616000,0.250000000,1
W4:21,W4,L1,50,220,77.160000,-77.160000,0.765620000,1
W4:20,W4,L1,50,220,76.220000,-76.220000,0.250000000,1
W4:19,W4,L1,50,220,75.301000,-75.301000,0.250000000,1
W4:18,W4,L1,50,220,74.405000,-74.405000,0.250000000,1
W4:17,W4,L1,50,220,73.529000,-73.529000,0.250000000,1
W4:16,W4,L1,50,220,72.674000,-72.674000,0.250000000,1
W4:15,W4,L1,50,220,71.839000,-71.839000,0.250000000,1
W4:14,W4,L1,50,220,71.023000,-71.023000,0.250000000,1
W4:13,W4,L1,50,220,70.225000,-70.225000,0.250000000,1
W4:12,W4,L1,50,220,69.444000,-69.444000,0.250000000,1
W4:11,W4,L1,50,220,68.681000,-68.681000,0.250000000,1
W4:10,W4,L1,50,220,67.935000,-67.935000,0.250000000,1
W4:9,W4,L1,50,220,53.763000,-53.763000,0.681796000,1
W4:8,W4,L1,50,220,53.191000,-53.191000,0.200000000,1
W4:7,W4,L1,50,220,52.632000,-52.632000,0.200000000,1
W4:6,W4,L1,50,220,52.083000,-52.083000,0.200000000,1
W4:5,W4,L1,50,220,46.392000,-46.392000,0.482998000,1
W4:4,W4,L1,50,220,45.918000,-45.918000,0.180000000,1
W4:3,W4,L1,50,220,45.455000,-45.455000,0.180000000,1
W4:2,W4,L1,50,220,45.000000,-45.000000,0.180000000,1
W3:88,W3,L1,150,220,2964.286000,-2964.286000,2.635611000,1
W3:87,W3,L1,150,220,2750.000000,-2750.000000,1.784114000,1
W3:86,W3,L1,150,220,2500.000000,-2500.000000,2.122317000,1
W3:85,W3,L1,150,220,2279.412000,-2279.412000,2.089419000,1
W3:84,W3,L1,150,220,2013.889000,-2013.889000,2.315528000,1
W3:83,W3,L1,150,220,1776.316000,-1776.316000,2.218018000,1
W3:82,W3,L1,150,220,1668.750000,-1668.750000,1.570271000,1
W3:81,W3,L1,150,220,1505.952000,-1505.952000,1.983819000,1
W3:80,W3,L1,150,220,1306.818000,-1306.818000,2.104269000,1
W3:79,W3,L1,150,220,1135.870000,-1135.870000,1.934051000,1
W3:78,W3,L1,150,220,984.375000,-984.375000,1.790516000,1
W3:77,W3,L1,150,220,835.000000,-835.000000,1.695827000,1
W3:76,W3,L1,150,220,754.808000,-754.808000,1.331787000,1
W3:75,W3,L1,150,220,694.444000,-694.444000,1.193088000,1
W3:74,W3,L1,150,220,660.714000,-660.714000,0.934611000,1
W3:73,W3,L1,150,220,646.552000,-646.552000,0.635661000,1
W3:72,W3,L1,150,220,625.000000,-625.000000,0.750000000,1
W3:71,W3,L1,150,220,588.710000,-588.710000,1.065549000,1
W3:70,W3,L1,150,220,578.125000,-578.125000,0.675655000,1
W3:69,W3,L1,150,220,568.182000,-568.182000,0.692090000,1
W3:68,W3,L1,150,220,551.471000,-551.471000,0.750000000,1
W3:67,W3,L1,150,220,535.714000,-535.714000,0.750000000,1
W3:66,W3,L1,150,220,520.833000,-520.833000,0.750000000,1
W3:65,W3,L1,150,220,476.351000,-476.351000,1.295161000,1
W3:64,W3,L1,150,220,457.237000,-457.237000,0.932059000,1
W3:63,W3,L1,150,220,445.513000,-445.513000,0.695000000,1
W3:62,W3,L1,150,220,428.125000,-428.125000,0.929304000,1
W3:61,W3,L1,150,220,408.537000,-408.537000,0.991545000,1
W3:59,W3,L1,150,220,406.977000,-406.977000,1.245758000,1
W3:60,W3,L1,150,220,386.905000,-386.905000,1.034366000,1
W3:58,W3,L1,150,220,369.318000,-369.318000,1.303686000,1
W3:57,W3,L1,150,220,361.111000,-361.111000,0.650000000,1
W3:56,W3,L1,150,220,326.087000,-326.087000,1.241972000,1
W3:55,W3,L1,150,220,292.553000,-292.553000,1.171251000,1
W3:54,W3,L1,150,220,270.833000,-270.833000,0.988772000,1
W3:53,W3,L1,150,220,234.694000,-234.694000,1.094209000,1
W3:52,W3,L1,150,220,200.000000,-200.000000,0.996059000,1
W3:51,W3,L1,150,220,196.078000,-196.078000,0.400000000,1
W3:50,W3,L1,150,220,192.308000,-192.308000,0.400000000,1
W3:49,W3,L1,150,220,188.679000,-188.679000,0.400000000,1
W3:48,W3,L1,150,220,185.185000,-185.185000,0.400000000,1
W3:47,W3,L1,150,220,181.818000,-181.818000,0.400000000,1
W3:46,W3,L1,150,220,178.571000,-178.571000,0.400000000,1
W3:45,W3,L1,150,220,175.439000,-175.439000,0.400000000,1
W3:44,W3,L1,150,220,163.793000,-163.793000,0.737773000,1
W3:43,W3,L1,150,220,148.305000,-148.305000,0.774526000,1
W3:42,W3,L1,150,220,145.833000,-145.833000,0.350000000,1
W3:41,W3,L1,150,220,143.443000,-143.443000,0.350000000,1
W3:40,W3,L1,150,220,141.129000,-141.129000,0.350000000,1
W3:39,W3,L1,150,220,138.889000,-138.889000,0.350000000,1
W3:38,W3,L1,150,220,136.719000,-136.719000,0.350000000,1
W3:29,W3,L1,150,220,119.863000,-119.863000,0.749159000,1
W3:28,W3,L1,150,220,118.243000,-118.243000,0.350000000,1
W3:27,W3,L1,150,220,116.667000,-116.667000,0.350000000,1
W3:37,W3,L1,150,220,115.385000,-115.385000,0.822206000,1
W3:26,W3,L1,150,220,115.132000,-115.132000,0.350000000,1
W3:25|W3:36,W3,L1,150,220,113.636000,-113.636000,0.325000000,2
W3:31,W3,L1,150,220,112.676000,-112.676000,0.631369000,1
W3:35,W3,L1,150,220,111.940000,-111.940000,0.300000000,1
W3:30,W3,L1,150,220,111.111000,-111.111000,0.320000000,1
W3:34,W3,L1,150,220,110.294000,-110.294000,0.300000000,1
W3:33,W3,L1,150,220,108.696000,-108.696000,0.300000000,1
W3:32,W3,L1,150,220,107.143000,-107.143000,0.300000000,1
W3:24,W3,L1,150,220,96.154000,-96.154000,0.859913000,1
W3:23,W3,L1,150,220,94.937000,-94.937000,0.300000000,1
W3:22,W3,L1,150,220,78.125000,-78.125000,0.763273000,1
W3:21,W3,L1,150,220,77.160000,-77.160000,0.250000000,1
W3:20,W3,L1,150,220,76.220000,-76.220000,0.250000000,1
W3:19,W3,L1,150,220,75.301000,-75.301000,0.250000000,1
W3:18,W3,L1,150,220,74.405000,-74.405000,0.250000000,1
W3:17,W3,L1,150,220,73.529000,-73.529000,0.250000000,1
W3:16,W3,L1,150,220,58.140000,-58.140000,0.668688000,1
W3:15,W3,L1,150,220,57.471000,-57.471000,0.200000000,1
W3:14,W3,L1,150,220,42.614000,-42.614000,0.557725000,1
W3:13,W3,L1,150,220,42.135000,-42.135000,0.150000000,1
W3:12,W3,L1,150,220,41.667000,-41.667000,0.150000000,1
W3:11,W3,L1,150,220,41.209000,-41.209000,0.150000000,1
W3:10,W3,L1,150,220,40.761000,-40.761000,0.150000000,1
W3:9,W3,L1,150,220,40.323000,-40.323000,0.150000000,1
W3:8,W3,L1,150,220,39.894000,-39.894000,0.150000000,1
W3:7,W3,L1,150,220,39.474000,-39.474000,0.150000000,1
W3:6,W3,L1,150,220,39.063000,-39.063000,0.150000000,1
W3:5,W3,L1,150,220,38.660000,-38.660000,0.150000000,1
W3:4,W3,L1,150,220,38.265000,-38.265000,0.150000000,1
W3:3,W3,L1,150,220,37.879000,-37.879000,0.150000000,1
W3:2,W3,L1,150,220,37.500000,-37.500000,0.150000000,1
W25:89,W25,L3,160,0,4000.000000,-4000.000000,2.254034000,1
W25:88,W25,L3,160,0,3660.714000,-3660.714000,2.386828000,1
W25:87,W25,L3,160,0,3266.667000,-3266.667000,2.763285000,1
W25:86,W25,L3,160,0,3046.875000,-3046.875000,2.094391000,1
W25:85,W25,L3,160,0,2720.588000,-2720.588000,2.764261000,1
W25:84,W25,L3,160,0,2430.556000,-2430.556000,2.677592000,1
W25:83,W25,L3,160,0,2171.053000,-2171.053000,2.586894000,1
W25:82,W25,L3,160,0,2000.000000,-2000.000000,2.206920000,1
W25:81,W25,L3,160,0,1839.286000,-1839.286000,2.205665000,1
W25:80,W25,L3,160,0,1642.045000,-1642.045000,2.411119000,1
W25:79,W25,L3,160,0,1467.391000,-1467.391000,2.283788000,1
W25:78,W25,L3,160,0,1041.667000,-1041.667000,2.744269000,1
W25:77,W25,L3,160,0,950.000000,-950.000000,1.528044000,1
W25:76,W25,L3,160,0,913.462000,-913.462000,0.950000000,1
W25:75,W25,L3,160,0,833.333000,-833.333000,1.490319000,1
W25:74,W25,L3,160,0,803.571000,-803.571000,0.900000000,1
W25:73,W25,L3,160,0,732.759000,-732.759000,1.449197000,1
W25:72,W25,L3,160,0,708.333000,-708.333000,0.850000000,1
W25:71,W25,L3,160,0,685.484000,-685.484000,0.850000000,1
W25:70,W25,L3,160,0,664.063000,-664.063000,0.850000000,1
W25:69,W25,L3,160,0,643.939000,-643.939000,0.850000000,1
W25:68,W25,L3,160,0,588.235000,-588.235000,1.434238000,1
W25:67,W25,L3,160,0,571.429000,-571.429000,0.800000000,1
W25:66,W25,L3,160,0,541.667000,-541.667000,1.156733000,1
W25:65,W25,L3,160,0,513.514000,-513.514000,1.139363000,1
W25:64,W25,L3,160,0,493.421000,-493.421000,0.992566000,1
W25:63,W25,L3,160,0,416.667000,-416.667000,1.535332000,1
W25:62,W25,L3,160,0,412.500000,-412.500000,0.714003000,1
W25:61,W25,L3,160,0,408.537000,-408.537000,0.727950000,1
W25:59,W25,L3,160,0,401.163000,-401.163000,0.961652000,1
W25:60,W25,L3,160,0,398.810000,-398.810000,0.670000000,1
W25:58,W25,L3,160,0,397.727000,-397.727000,0.769581000,1
W25:57,W25,L3,160,0,361.111000,-361.111000,1.310581000,1
W25:56,W25,L3,160,0,342.391000,-342.391000,1.029301000,1
W25:55,W25,L3,160,0,321.809000,-321.809000,1.055479000,1
W25:54,W25,L3,160,0,315.104000,-315.104000,0.605000000,1
W25:53,W25,L3,160,0,298.469000,-298.469000,0.985456000,1
W25:52,W25,L3,160,0,285.000000,-285.000000,0.909238000,1
W25:51,W25,L3,160,0,269.608000,-269.608000,0.948170000,1
W25:50,W25,L3,160,0,254.808000,-254.808000,0.925658000,1
W25:49,W25,L3,160,0,250.000000,-250.000000,0.530000000,1
W25:48,W25,L3,160,0,240.741000,-240.741000,0.788067000,1
W25:47,W25,L3,160,0,227.273000,-227.273000,0.896651000,1
W25:46,W25,L3,160,0,178.571000,-178.571000,1.202653000,1
W25:45,W25,L3,160,0,175.439000,-175.439000,0.400000000,1
W25:44,W25,L3,160,0,150.862000,-150.862000,0.890716000,1
W25:43,W25,L3,160,0,148.305000,-148.305000,0.350000000,1
W25:42,W25,L3,160,0,145.833000,-145.833000,0.350000000,1
W25:41,W25,L3,160,0,143.443000,-143.443000,0.350000000,1
W25:40,W25,L3,160,0,141.129000,-141.129000,0.350000000,1
W25:31,W25,L3,160,0,140.845000,-140.845000,0.923246000,1
W25:30|W25:39,W25,L3,160,0,138.889000,-138.889000,0.375000000,2
W25:29,W25,L3,160,0,136.986000,-136.986000,0.400000000,1
W25:38,W25,L3,160,0,136.719000,-136.719000,0.350000000,1
W25:28,W25,L3,160,0,135.135000,-135.135000,0.400000000,1
W25:37,W25,L3,160,0,134.615000,-134.615000,0.350000000,1
W25:27,W25,L3,160,0,133.333000,-133.333000,0.400000000,1
W25:36,W25,L3,160,0,132.576000,-132.576000,0.350000000,1
W25:35,W25,L3,160,0,130.597000,-130.597000,0.350000000,1
W25:34,W25,L3,160,0,128.676000,-128.676000,0.350000000,1
W25:33,W25,L3,160,0,126.812000,-126.812000,0.350000000,1
W25:32,W25,L3,160,0,125.000000,-125.000000,0.350000000,1
W25:26,W25,L3,160,0,98.684000,-98.684000,1.075529000,1
W25:25,W25,L3,160,0,97.403000,-97.403000,0.300000000,1
W25:24,W25,L3,160,0,96.154000,-96.154000,0.300000000,1
W25:23,W25,L3,160,0,94.937000,-94.937000,0.300000000,1
W25:22,W25,L3,160,0,93.750000,-93.750000,0.300000000,1
W25:21,W25,L3,160,0,92.593000,-92.593000,0.300000000,1
W25:20,W25,L3,160,0,91.463000,-91.463000,0.300000000,1
W25:19,W25,L3,160,0,90.361000,-90.361000,0.300000000,1
W25:18,W25,L3,160,0,89.286000,-89.286000,0.300000000,1
W25:17,W25,L3,160,0,88.235000,-88.235000,0.300000000,1
W25:16,W25,L3,160,0,87.209000,-87.209000,0.300000000,1
W25:15,W25,L3,160,0,86.207000,-86.207000,0.300000000,1
W25:14,W25,L3,160,0,85.227000,-85.227000,0.300000000,1
W25:13,W25,L3,160,0,84.270000,-84.270000,0.300000000,1
W25:12,W25,L3,160,0,83.333000,-83.333000,0.300000000,1
W25:11,W25,L3,160,0,82.418000,-82.418000,0.300000000,1
W25:10,W25,L3,160,0,81.522000,-81.522000,0.300000000,1
W25:9,W25,L3,160,0,80.645000,-80.645000,0.300000000,1
W25:8,W25,L3,160,0,79.787000,-79.787000,0.300000000,1
W25:7,W25,L3,160,0,78.947000,-78.947000,0.300000000,1
W25:6,W25,L3,160,0,78.125000,-78.125000,0.300000000,1
W25:5,W25,L3,160,0,77.320000,-77.320000,0.300000000,1
W25:4,W25,L3,160,0,76.531000,-76.531000,0.300000000,1
W25:3,W25,L3,160,0,75.758000,-75.758000,0.300000000,1
W25:2,W25,L3,160,0,75.000000,-75.000000,0.300000000,1
W2:88,W2,L1,250,220,3214.286000,-3214.286000,2.849809000,1
W2:87,W2,L1,250,220,2758.333000,-2758.333000,2.690915000,1
W2:86,W2,L1,250,220,2390.625000,-2390.625000,2.480189000,1
W2:85,W2,L1,250,220,2154.412000,-2154.412000,2.100222000,1
W2:84,W2,L1,250,220,2027.778000,-2027.778000,1.543096000,1
W2:83,W2,L1,250,220,1921.053000,-1921.053000,1.460000000,1
W2:82,W2,L1,250,220,1825.000000,-1825.000000,1.460000000,1
W2:81,W2,L1,250,220,1678.571000,-1678.571000,2.011379000,1
W2:80,W2,L1,250,220,1511.364000,-1511.364000,2.146956000,1
W2:79,W2,L1,250,220,1277.174000,-1277.174000,2.340979000,1
W2:78,W2,L1,250,220,1093.750000,-1093.750000,2.053744000,1
W2:77,W2,L1,250,220,950.000000,-950.000000,1.814481000,1
W2:76,W2,L1,250,220,831.731000,-831.731000,1.636999000,1
W2:75,W2,L1,250,220,768.519000,-768.519000,1.290850000,1
W2:74,W2,L1,250,220,727.679000,-727.679000,1.083079000,1
W2:73,W2,L1,250,220,681.034000,-681.034000,1.172294000,1
W2:72,W2,L1,250,220,650.000000,-650.000000,0.987429000,1
W2:71,W2,L1,250,220,645.161000,-645.161000,0.949658000,1
W2:70,W2,L1,250,220,621.094000,-621.094000,0.922457000,1
W2:69,W2,L1,250,220,587.121000,-587.121000,1.131306000,1
W2:68,W2,L1,250,220,562.500000,-562.500000,0.990722000,1
W2:67,W2,L1,250,220,535.714000,-535.714000,1.052962000,1
W2:66,W2,L1,250,220,520.833000,-520.833000,0.750000000,1
W2:65,W2,L1,250,220,469.595000,-469.595000,1.348601000,1
W2:64,W2,L1,250,220,444.079000,-444.079000,1.043331000,1
